data,venda,estoque,preco,venda_lag1,venda_lag7,venda_lag14,venda_ma7,venda_ma14,venda_ma28,venda_std7,dow,month,is_month_start,is_month_end,preco_diff1,estoque_diff1
2014-03-05,65.0,6012.0,1.09,0.0,71.0,33.0,55.285714285714285,48.07142857142857,49.464285714285715,31.105810205995688,2,3,0,0,0.0,-117.0
2014-03-06,55.0,5957.0,1.09,65.0,37.0,13.0,57.857142857142854,51.07142857142857,49.142857142857146,30.068968341844624,3,3,0,0,0.0,-55.0
2014-03-07,77.0,5880.0,1.09,55.0,83.0,53.0,57.0,52.785714285714285,50.642857142857146,29.308701779505636,4,3,0,0,0.0,-77.0
2014-03-08,122.0,5755.0,1.09,77.0,94.0,72.0,61.0,56.357142857142854,53.07142857142857,36.28130831893098,5,3,0,0,0.0,-125.0
2014-03-09,83.0,5672.0,1.09,122.0,59.0,50.0,64.42857142857143,58.714285714285715,54.07142857142857,37.18358572837005,6,3,0,0,0.0,-83.0
2014-03-10,75.0,5597.0,1.09,83.0,49.0,15.0,68.14285714285714,63.0,56.75,36.680733232532134,0,3,0,0,0.0,-75.0
2014-03-11,48.0,5549.0,1.09,75.0,0.0,12.0,75.0,65.57142857142857,58.464285714285715,24.172987679087797,1,3,0,0,0.0,-48.0
2014-03-12,45.0,5504.0,1.29,48.0,65.0,71.0,72.14285714285714,63.714285714285715,59.785714285714285,26.61095370599961,2,3,0,0,0.19999999999999996,-45.0
2014-03-13,78.0,4659.0,1.29,45.0,55.0,37.0,75.42857142857143,66.64285714285714,61.035714285714285,25.539884774323305,3,3,0,0,0.0,-845.0
2014-03-14,122.0,4537.0,1.29,78.0,77.0,83.0,81.85714285714286,69.42857142857143,61.57142857142857,31.066748415997033,4,3,0,0,0.0,-122.0
2014-03-15,0.0,4537.0,1.29,122.0,122.0,94.0,64.42857142857143,62.714285714285715,57.42857142857143,38.19623516725672,5,3,0,0,0.0,0.0
2014-03-16,116.0,4274.0,1.29,0.0,83.0,59.0,69.14285714285714,66.78571428571429,58.464285714285715,42.64750313687217,6,3,0,0,0.0,-263.0
2014-03-17,48.0,4228.0,1.29,116.0,75.0,49.0,65.28571428571429,66.71428571428571,57.82142857142857,43.24624949331552,0,3,0,0,0.0,-46.0
2014-03-18,29.0,4199.0,1.29,48.0,48.0,0.0,62.57142857142857,68.78571428571429,57.285714285714285,45.06978715598413,1,3,0,0,0.0,-29.0
2014-03-19,91.0,4107.0,1.29,29.0,45.0,65.0,69.14285714285714,70.64285714285714,59.357142857142854,45.43283897295936,2,3,0,0,0.0,-92.0
2014-03-20,59.0,4048.0,1.29,91.0,78.0,55.0,66.42857142857143,70.92857142857143,61.0,45.38302598570356,3,3,0,0,0.0,-59.0
2014-03-21,68.0,3980.0,1.29,59.0,122.0,77.0,58.714285714285715,70.28571428571429,61.535714285714285,38.417505930301616,4,3,0,0,0.0,-68.0
2014-03-22,137.0,3843.0,1.28,68.0,0.0,122.0,78.28571428571429,71.35714285714286,63.857142857142854,38.4175059303016,5,3,0,0,-0.010000000000000009,-137.0
2014-03-23,56.0,3787.0,1.29,137.0,116.0,83.0,69.71428571428571,69.42857142857143,64.07142857142857,35.15543715991538,6,3,0,0,0.010000000000000009,-56.0
2014-03-24,13.0,3774.0,1.29,56.0,48.0,75.0,64.71428571428571,65.0,64.0,40.79507439922242,0,3,0,0,0.0,-13.0
2014-03-25,45.0,3729.0,1.29,13.0,29.0,48.0,67.0,64.78571428571429,65.17857142857143,38.86300726054702,1,3,0,0,0.0,-45.0
2014-03-26,25.0,3704.0,1.29,45.0,91.0,45.0,57.57142857142857,63.357142857142854,63.535714285714285,40.05769648418447,2,3,0,0,0.0,-25.0
2014-03-27,25.0,3679.0,1.29,25.0,59.0,78.0,52.714285714285715,59.57142857142857,63.107142857142854,41.875666305999545,3,3,0,0,0.0,-25.0
2014-03-28,174.0,3505.0,1.19,25.0,68.0,122.0,67.85714285714286,63.285714285714285,66.35714285714286,62.44044781877786,4,3,0,0,-0.10000000000000009,-174.0
2014-03-29,138.0,3367.0,1.09,174.0,137.0,0.0,68.0,73.14285714285714,67.92857142857143,62.62587324740468,5,3,0,0,-0.09999999999999987,-138.0
2014-03-30,64.0,3303.0,1.09,138.0,56.0,116.0,69.14285714285714,69.42857142857143,68.10714285714286,62.443116971711575,6,3,0,0,0.0,-64.0
2014-03-31,77.0,3226.0,1.09,64.0,13.0,48.0,78.28571428571429,71.5,69.10714285714286,57.328626606359805,0,3,0,1,0.0,-77.0
2014-04-01,62.0,3164.0,1.09,77.0,45.0,29.0,80.71428571428571,73.85714285714286,71.32142857142857,56.028904105274904,1,4,1,0,0.0,-62.0
2014-04-02,119.0,3045.0,1.09,62.0,25.0,91.0,94.14285714285714,75.85714285714286,73.25,51.53454689632499,2,4,0,0,0.0,-119.0
2014-04-03,89.0,2956.0,1.09,119.0,25.0,59.0,103.28571428571429,78.0,74.46428571428571,42.022669618965864,3,4,0,0,0.0,-89.0
2014-04-04,133.0,2823.0,1.09,89.0,174.0,68.0,97.42857142857143,82.64285714285714,76.46428571428571,32.24312403628164,4,4,0,0,0.0,-133.0
2014-04-05,180.0,2643.0,1.09,133.0,138.0,137.0,103.42857142857143,85.71428571428571,78.53571428571429,43.12330051861803,5,4,0,0,0.0,-180.0
2014-04-06,121.0,2522.0,1.09,180.0,64.0,56.0,111.57142857142857,90.35714285714286,79.89285714285714,39.681469826847916,6,4,0,0,0.0,-121.0
2014-04-07,72.0,2450.0,1.09,121.0,77.0,13.0,110.85714285714286,94.57142857142857,79.78571428571429,40.44514215340969,0,4,0,0,0.0,-72.0
2014-04-08,91.0,2359.0,1.09,72.0,62.0,45.0,115.0,97.85714285714286,81.32142857142857,35.828294219327,1,4,0,0,0.0,-91.0
2014-04-09,53.0,2306.0,1.09,91.0,119.0,25.0,105.57142857142857,99.85714285714286,81.60714285714286,42.637452796249164,2,4,0,0,0.0,-53.0
2014-04-10,47.0,2259.0,1.09,53.0,89.0,25.0,99.57142857142857,101.42857142857143,80.5,47.97866589383636,3,4,0,0,0.0,-47.0
2014-04-11,42.0,2217.0,1.09,47.0,133.0,174.0,86.57142857142857,92.0,77.64285714285714,49.70867510759442,4,4,0,0,0.0,-42.0
2014-04-12,124.0,2092.0,1.09,42.0,180.0,138.0,78.57142857142857,91.0,82.07142857142857,34.27757839976999,5,4,0,0,0.0,-125.0
2014-04-13,97.0,1995.0,1.09,124.0,121.0,64.0,75.14285714285714,93.35714285714286,81.39285714285714,30.295371326483547,6,4,0,0,0.0,-97.0
2014-04-14,119.0,1875.0,1.09,97.0,72.0,77.0,81.85714285714286,96.35714285714286,83.92857142857143,34.41137685624994,0,4,0,0,0.0,-120.0
2014-04-15,34.0,1841.0,1.29,119.0,91.0,62.0,73.71428571428571,94.35714285714286,84.10714285714286,38.400148809235446,1,4,0,0,0.19999999999999996,-34.0
2014-04-16,18.0,1823.0,1.29,34.0,53.0,119.0,68.71428571428571,87.14285714285714,81.5,43.488367355398545,2,4,0,0,0.0,-18.0
2014-04-17,24.0,1799.0,1.29,18.0,47.0,89.0,65.42857142857143,82.5,80.25,46.18750604098162,3,4,0,0,0.0,-24.0
2014-04-18,57.0,1742.0,1.29,24.0,42.0,133.0,67.57142857142857,77.07142857142857,79.85714285714286,45.25799061255054,4,4,0,0,0.0,-57.0
2014-04-19,61.0,1681.0,1.29,57.0,124.0,180.0,58.57142857142857,68.57142857142857,77.14285714285714,37.81911837002171,5,4,0,0,0.0,-61.0
2014-04-20,30.0,1651.0,1.29,61.0,97.0,121.0,49.0,62.07142857142857,76.21428571428571,34.832934606968365,6,4,0,0,0.0,-30.0
2014-04-21,96.0,1554.0,1.29,30.0,119.0,72.0,45.714285714285715,63.785714285714285,79.17857142857143,27.426959278018714,0,4,0,0,0.0,-97.0
2014-04-22,0.0,1525.0,1.29,96.0,34.0,91.0,40.857142857142854,57.285714285714285,77.57142857142857,32.405907750637994,1,4,0,0,0.0,-29.0
2014-04-23,37.0,1488.0,1.29,0.0,18.0,53.0,43.57142857142857,56.142857142857146,78.0,30.934646934341803,2,4,0,0,0.0,-37.0
2014-04-24,30.0,1458.0,1.29,37.0,24.0,47.0,44.42857142857143,54.92857142857143,78.17857142857143,30.38013135179607,3,4,0,0,0.0,-30.0
2014-04-25,38.0,1420.0,1.29,30.0,57.0,42.0,41.714285714285715,54.642857142857146,73.32142857142857,29.914958831741085,4,4,0,0,0.0,-38.0
2014-04-26,88.0,1332.0,1.29,38.0,61.0,124.0,45.57142857142857,52.07142857142857,71.53571428571429,34.24352563068015,5,4,0,0,0.0,-88.0
2014-04-27,64.0,1268.0,1.29,88.0,30.0,97.0,50.42857142857143,49.714285714285715,71.53571428571429,34.077642440252745,6,4,0,0,0.0,-64.0
2014-04-28,13.0,1255.0,1.29,64.0,96.0,119.0,38.57142857142857,42.142857142857146,69.25,29.74254608501179,0,4,0,0,0.0,-13.0
2014-04-29,20.0,1255.0,1.29,13.0,0.0,34.0,41.42857142857143,41.142857142857146,67.75,26.165225923332855,1,4,0,0,0.0,0.0
2014-04-30,31.0,1457.0,1.29,20.0,37.0,18.0,40.57142857142857,42.07142857142857,64.60714285714286,26.431402679749137,2,4,0,1,0.0,202.0
2014-05-01,129.0,1263.0,1.29,31.0,30.0,24.0,54.714285714285715,49.57142857142857,66.03571428571429,41.831862998254834,3,5,1,0,0.0,-194.0
2014-05-02,94.0,1169.0,1.29,129.0,38.0,57.0,62.714285714285715,52.214285714285715,64.64285714285714,43.42700498428093,4,5,0,0,0.0,-94.0
2014-05-03,129.0,1904.0,1.29,94.0,88.0,61.0,68.57142857142857,57.07142857142857,62.82142857142857,49.71538039298347,5,5,0,0,0.0,735.0
2014-05-04,126.0,1778.0,1.29,129.0,64.0,30.0,77.42857142857143,63.92857142857143,63.0,54.09515425882165,6,5,0,0,0.0,-126.0
2014-05-05,70.0,1708.0,1.29,126.0,13.0,96.0,85.57142857142857,62.07142857142857,62.92857142857143,46.54337454768089,0,5,0,0,0.0,-70.0
2014-05-06,48.0,1708.0,1.29,70.0,20.0,0.0,89.57142857142857,65.5,61.392857142857146,40.820163084996466,1,5,0,0,0.0,0.0
2014-05-07,123.0,2044.0,1.29,48.0,31.0,37.0,102.71428571428571,71.64285714285714,63.892857142857146,32.851759393342796,2,5,0,0,0.0,336.0
2014-05-08,87.0,1930.0,1.29,123.0,129.0,30.0,96.71428571428571,75.71428571428571,65.32142857142857,31.03607731718182,3,5,0,0,0.0,-114.0
2014-05-09,65.0,1961.0,1.29,87.0,94.0,38.0,92.57142857142857,77.64285714285714,66.14285714285714,33.31094486229775,4,5,0,0,0.0,31.0
2014-05-10,102.0,1859.0,1.29,65.0,129.0,88.0,88.71428571428571,78.64285714285714,65.35714285714286,29.7641522960886,5,5,0,0,0.0,-102.0
2014-05-11,78.0,1781.0,1.29,102.0,126.0,64.0,81.85714285714286,79.64285714285714,64.67857142857143,24.869181540134893,6,5,0,0,0.0,-78.0
2014-05-12,49.0,1828.0,1.29,78.0,70.0,13.0,78.85714285714286,82.21428571428571,62.17857142857143,27.64916256374118,0,5,0,0,0.0,47.0
2014-05-13,0.0,1800.0,1.29,49.0,48.0,20.0,72.0,80.78571428571429,60.964285714285715,39.84135205202417,1,5,0,0,0.0,-28.0
2014-05-14,68.0,1687.0,1.09,0.0,123.0,31.0,64.14285714285714,83.42857142857143,62.75,32.93138610013537,2,5,0,0,-0.19999999999999996,-113.0
2014-05-15,102.0,1969.0,1.09,68.0,87.0,129.0,66.28571428571429,81.5,65.53571428571429,35.084252334983006,3,5,0,0,0.0,282.0
2014-05-16,88.0,1977.0,1.09,102.0,65.0,94.0,69.57142857142857,81.07142857142857,66.64285714285714,36.00859685712629,4,5,0,0,0.0,8.0
2014-05-17,170.0,1807.0,1.09,88.0,102.0,129.0,79.28571428571429,84.0,70.53571428571429,51.88678150779919,5,5,0,0,0.0,-170.0
2014-05-18,152.0,1655.0,1.09,170.0,78.0,126.0,89.85714285714286,85.85714285714286,74.89285714285714,58.67545929781478,6,5,0,0,0.0,-152.0
2014-05-19,90.0,1661.0,1.09,152.0,49.0,70.0,95.71428571428571,87.28571428571429,74.67857142857143,55.897866046669655,0,5,0,0,0.0,6.0
2014-05-20,101.0,1751.0,1.09,90.0,0.0,48.0,110.14285714285714,91.07142857142857,78.28571428571429,36.87107525522119,1,5,0,0,0.0,90.0
2014-05-21,71.0,1680.0,1.43,101.0,68.0,123.0,110.57142857142857,87.35714285714286,79.5,36.312794544334395,2,5,0,0,0.33999999999999986,-71.0
2014-05-22,48.0,2016.0,1.49,71.0,102.0,87.0,102.85714285714286,84.57142857142857,80.14285714285714,43.468105439231934,3,5,0,0,0.06000000000000005,336.0
2014-05-23,40.0,1976.0,1.49,48.0,88.0,65.0,96.0,82.78571428571429,80.21428571428571,49.5614097189873,4,5,0,0,0.0,-40.0
2014-05-24,93.0,1883.0,1.49,40.0,170.0,102.0,85.0,82.14285714285714,80.39285714285714,37.46998799039034,5,5,0,0,0.0,-93.0
2014-05-25,45.0,1838.0,1.49,93.0,152.0,78.0,69.71428571428571,79.78571428571429,79.71428571428571,25.493229726826673,6,5,0,0,0.0,-45.0
2014-05-26,58.0,1876.0,1.49,45.0,90.0,49.0,65.14285714285714,80.42857142857143,81.32142857142857,24.079234286196094,0,5,0,0,0.0,38.0
2014-05-27,53.0,1919.0,1.49,58.0,101.0,0.0,58.285714285714285,84.21428571428571,82.5,18.30950832868249,1,5,0,0,0.0,43.0
2014-05-28,42.0,3317.0,1.49,53.0,71.0,68.0,54.142857142857146,82.35714285714286,82.89285714285714,18.23392964986399,2,5,0,0,0.0,1398.0
2014-05-29,52.0,3841.0,1.49,42.0,48.0,102.0,54.714285714285715,78.78571428571429,80.14285714285714,18.071287407692544,3,5,0,0,0.0,524.0
2014-05-30,29.0,3811.0,1.99,52.0,40.0,88.0,53.142857142857146,74.57142857142857,77.82142857142857,19.9451629175979,4,5,0,0,0.5,-30.0
2014-05-31,91.0,3720.0,1.99,29.0,93.0,170.0,52.857142857142854,68.92857142857143,76.46428571428571,19.282363024523796,5,5,0,1,0.0,-91.0
2014-06-01,75.0,3645.0,1.99,91.0,45.0,152.0,57.142857142857146,63.42857142857143,74.64285714285714,20.53800194297201,6,6,1,0,0.0,-75.0
2014-06-02,75.0,3570.0,1.99,75.0,58.0,90.0,59.57142857142857,62.357142857142854,74.82142857142857,21.632207029158607,0,6,0,0,0.0,-75.0
2014-06-03,179.0,3391.0,1.19,75.0,53.0,101.0,77.57142857142857,67.92857142857143,79.5,49.59790702189335,1,6,0,0,-0.8,-179.0
2014-06-04,252.0,3140.0,1.19,179.0,42.0,71.0,107.57142857142857,80.85714285714286,84.10714285714286,79.18303089016216,2,6,0,0,0.0,-251.0
2014-06-05,202.0,2938.0,1.19,252.0,52.0,48.0,129.0,91.85714285714286,88.21428571428571,81.88813507869536,3,6,0,0,0.0,-202.0
2014-06-06,161.0,2777.0,1.19,202.0,29.0,40.0,147.85714285714286,100.5,91.64285714285714,69.24456313537917,4,6,0,0,0.0,-161.0
2014-06-07,331.0,2446.0,1.19,161.0,91.0,93.0,182.14285714285714,117.5,99.82142857142857,92.05872866713675,5,6,0,0,0.0,-331.0
2014-06-08,271.0,2175.0,1.19,331.0,75.0,45.0,210.14285714285714,133.64285714285714,106.71428571428571,83.44345105404919,6,6,0,0,0.0,-271.0
2014-06-09,146.0,1949.0,1.19,271.0,75.0,58.0,220.28571428571428,139.92857142857142,110.17857142857143,66.96694280442708,0,6,0,0,0.0,-226.0
2014-06-10,2.0,1946.0,1.19,146.0,179.0,53.0,195.0,136.28571428571428,110.25,106.75204916066006,1,6,0,0,0.0,-3.0
2014-06-11,2.0,2136.0,1.19,2.0,252.0,42.0,159.28571428571428,133.42857142857142,107.89285714285714,124.79812269650299,2,6,0,0,0.0,190.0
2014-06-12,0.0,2136.0,0.0,2.0,202.0,52.0,130.42857142857142,129.71428571428572,104.25,136.1161968599587,3,6,0,0,-1.19,0.0
2014-06-13,0.0,2328.0,1.49,0.0,161.0,29.0,107.42857142857143,127.64285714285714,101.10714285714286,143.4919941353955,4,6,0,0,1.49,192.0
2014-06-14,0.0,2328.0,1.49,0.0,331.0,91.0,60.142857142857146,121.14285714285714,95.03571428571429,107.58319040232472,5,6,0,0,0.0,0.0
2014-06-15,13.0,2315.0,1.49,0.0,271.0,75.0,23.285714285714285,116.71428571428571,90.07142857142857,54.30995699290718,6,6,0,0,0.0,-13.0
2014-06-16,30.0,2285.0,1.49,13.0,146.0,75.0,6.714285714285714,113.5,87.92857142857143,11.265201369916205,0,6,0,0,0.0,-30.0
2014-06-17,34.0,2251.0,1.49,30.0,2.0,179.0,11.285714285714286,103.14285714285714,85.53571428571429,14.92999537524247,1,6,0,0,0.0,-34.0
2014-06-18,8.0,2243.0,1.49,34.0,2.0,252.0,12.142857142857142,85.71428571428571,83.28571428571429,14.473292316407834,2,6,0,0,0.0,-8.0
2014-06-19,67.0,2176.0,1.29,8.0,0.0,202.0,21.714285714285715,76.07142857142857,83.96428571428571,24.074289783323355,3,6,0,0,-0.19999999999999996,-67.0
2014-06-20,41.0,2135.0,1.29,67.0,0.0,161.0,27.571428571428573,67.5,84.0,22.868152110574634,4,6,0,0,0.0,-41.0
2014-06-21,89.0,2046.0,1.29,41.0,0.0,331.0,40.285714285714285,50.214285714285715,83.85714285714286,28.9235445367857,5,6,0,0,0.0,-89.0
2014-06-22,49.0,1997.0,1.29,89.0,13.0,271.0,45.42857142857143,34.357142857142854,84.0,26.349301969610334,6,6,0,0,0.0,-49.0
2014-06-23,62.0,2031.0,1.29,49.0,30.0,146.0,50.0,28.357142857142858,84.14285714285714,25.999999999999932,0,6,0,0,0.0,34.0
2014-06-24,81.0,2046.0,1.29,62.0,34.0,2.0,56.714285714285715,34.0,85.14285714285714,27.219565791995247,1,6,0,0,0.0,15.0
2014-06-25,42.0,2004.0,1.29,81.0,8.0,2.0,61.57142857142857,36.857142857142854,85.14285714285714,18.813622217754254,2,6,0,0,0.0,-42.0
2014-06-26,63.0,2037.0,1.29,42.0,67.0,0.0,61.0,41.357142857142854,85.53571428571429,18.68154169226929,3,6,0,0,0.0,33.0
2014-06-27,107.0,1930.0,1.18,63.0,41.0,0.0,70.42857142857143,49.0,88.32142857142857,23.049635881846577,4,6,0,0,-0.1100000000000001,-107.0
2014-06-28,83.0,1847.0,1.19,107.0,89.0,0.0,69.57142857142857,54.92857142857143,88.03571428571429,22.344702152539632,5,6,0,0,0.010000000000000009,-83.0
2014-06-29,102.0,1745.0,1.19,83.0,49.0,13.0,77.14285714285714,61.285714285714285,89.0,23.176342617912166,6,6,0,0,0.0,-102.0
2014-06-30,62.0,1779.0,1.29,102.0,62.0,30.0,77.14285714285714,63.57142857142857,88.53571428571429,23.176342617912166,0,6,0,1,0.10000000000000009,34.0
2014-07-01,29.0,1750.0,1.29,62.0,81.0,34.0,69.71428571428571,63.214285714285715,83.17857142857143,29.26724156068391,1,7,1,0,0.0,-29.0
2014-07-02,63.0,1687.0,1.29,29.0,42.0,8.0,72.71428571428571,67.14285714285714,76.42857142857143,26.936433107808156,2,7,0,0,0.0,-63.0
2014-07-03,97.0,1590.0,1.29,63.0,63.0,67.0,77.57142857142857,69.28571428571429,72.67857142857143,27.93956061964902,3,7,0,0,0.0,-97.0
2014-07-04,136.0,1454.0,1.29,97.0,107.0,41.0,81.71428571428571,76.07142857142857,71.78571428571429,34.42728707345512,4,7,0,0,0.0,-136.0
2014-07-05,335.0,1119.0,1.29,136.0,83.0,89.0,117.71428571428571,93.64285714285714,71.92857142857143,101.80981335430337,5,7,0,0,0.0,-335.0
2014-07-06,299.0,820.0,1.29,335.0,102.0,49.0,145.85714285714286,111.5,72.92857142857143,121.97326014531292,6,7,0,0,0.0,-299.0
2014-07-07,5.0,814.0,1.29,299.0,62.0,62.0,137.71428571428572,107.42857142857143,67.89285714285714,130.13417983721553,0,7,0,0,0.0,-6.0
2014-07-08,2.0,812.0,1.29,5.0,29.0,81.0,133.85714285714286,101.78571428571429,67.89285714285714,134.22919276549413,1,7,0,0,0.0,-2.0
2014-07-09,9.0,803.0,1.29,2.0,63.0,42.0,126.14285714285714,99.42857142857143,68.14285714285714,140.39044194843245,2,7,0,0,0.0,-9.0
2014-07-10,9.0,794.0,1.29,9.0,97.0,63.0,113.57142857142857,95.57142857142857,68.46428571428571,147.20943939713595,3,7,0,0,0.0,-9.0
2014-07-11,0.0,794.0,1.29,9.0,136.0,107.0,94.14285714285714,87.92857142857143,68.46428571428571,152.63074021029595,4,7,0,0,0.0,0.0
2014-07-12,0.0,794.0,1.29,0.0,335.0,83.0,46.285714285714285,82.0,68.46428571428571,111.50144137441197,5,7,0,0,0.0,0.0
2014-07-13,0.0,794.0,1.29,0.0,299.0,102.0,3.5714285714285716,74.71428571428571,68.0,4.117326918327304,6,7,0,0,0.0,0.0
2014-07-14,0.0,794.0,1.29,0.0,5.0,62.0,2.857142857142857,70.28571428571429,66.92857142857143,4.259443290250366,0,7,0,0,0.0,0.0
2014-07-15,0.0,794.0,0.0,0.0,2.0,29.0,2.5714285714285716,68.21428571428571,65.71428571428571,4.391550328268598,1,7,0,0,-1.29,0.0
2014-07-16,0.0,794.0,0.0,0.0,9.0,63.0,1.2857142857142858,63.714285714285715,65.42857142857143,3.4016802570833162,2,7,0,0,0.0,0.0
2014-07-17,0.0,794.0,0.0,0.0,9.0,97.0,0.0,56.785714285714285,63.035714285714285,0.0,3,7,0,0,0.0,0.0
2014-07-18,0.0,794.0,0.0,0.0,0.0,136.0,0.0,47.07142857142857,61.57142857142857,0.0,4,7,0,0,0.0,0.0
2014-07-19,0.0,794.0,1.49,0.0,0.0,335.0,0.0,23.142857142857142,58.392857142857146,0.0,5,7,0,0,1.49,0.0
